id,name,value,datetime
1293,Demanda real,34559,9/5/2018 15:50
1293,Demanda real,34554,9/5/2018 16:00
1293,Demanda real,34511,9/5/2018 16:10
1293,Demanda real,34480,9/5/2018 16:20
1293,Demanda real,34246,9/5/2018 16:30
1293,Demanda real,34370,9/5/2018 16:40
1293,Demanda real,34390,9/5/2018 16:50
1293,Demanda real,34257,9/5/2018 17:00
1293,Demanda real,34362,9/5/2018 17:10
1293,Demanda real,34184,9/5/2018 17:20
1293,Demanda real,34057,9/5/2018 17:30
1293,Demanda real,34025,9/5/2018 17:40
1293,Demanda real,33933,9/5/2018 17:50
1293,Demanda real,33914,9/5/2018 18:00
1293,Demanda real,33448,9/5/2018 18:10
1293,Demanda real,33251,9/5/2018 18:20
1293,Demanda real,33100,9/5/2018 18:30
1293,Demanda real,33130,9/5/2018 18:40
1293,Demanda real,33138,9/5/2018 18:50
1293,Demanda real,33032,9/5/2018 19:00
1293,Demanda real,32522,9/5/2018 19:10
1293,Demanda real,32602,9/5/2018 19:20
1293,Demanda real,32528,9/5/2018 19:30
1293,Demanda real,32677,9/5/2018 19:40
1293,Demanda real,32581,9/5/2018 19:50
1293,Demanda real,32347,9/5/2018 20:00
1293,Demanda real,32346,9/5/2018 20:10
1293,Demanda real,32519,9/5/2018 20:20
1293,Demanda real,32721,9/5/2018 20:30
1293,Demanda real,33184,9/5/2018 20:40
1293,Demanda real,33590,9/5/2018 20:50
1293,Demanda real,33692,9/5/2018 21:00
1293,Demanda real,34300,9/5/2018 21:10
1293,Demanda real,34191,9/5/2018 21:20
1293,Demanda real,34069,9/5/2018 21:30
1293,Demanda real,33805,9/5/2018 21:40
1293,Demanda real,33135,9/5/2018 21:50
1293,Demanda real,32628,9/5/2018 22:00
1293,Demanda real,32084,9/5/2018 22:10
1293,Demanda real,31797,9/5/2018 22:20
1293,Demanda real,31223,9/5/2018 22:30
1293,Demanda real,30686,9/5/2018 22:40
1293,Demanda real,30580,9/5/2018 22:50
1293,Demanda real,30066,9/5/2018 23:00
1293,Demanda real,29603,9/5/2018 23:10
1293,Demanda real,29158,9/5/2018 23:20
1293,Demanda real,28908,9/5/2018 23:30
1293,Demanda real,28479,9/5/2018 23:40
1293,Demanda real,28039,9/5/2018 23:50
1293,Demanda real,27810,9/6/2018 0:00
1293,Demanda real,27668,9/6/2018 0:10
1293,Demanda real,27920,9/6/2018 0:20
1293,Demanda real,27499,9/6/2018 0:30
1293,Demanda real,27382,9/6/2018 0:40
1293,Demanda real,27090,9/6/2018 0:50
1293,Demanda real,26584,9/6/2018 1:00
1293,Demanda real,26470,9/6/2018 1:10
1293,Demanda real,26223,9/6/2018 1:20
1293,Demanda real,26189,9/6/2018 1:30
1293,Demanda real,25796,9/6/2018 1:40
1293,Demanda real,25812,9/6/2018 1:50
1293,Demanda real,25537,9/6/2018 2:00
1293,Demanda real,25245,9/6/2018 2:10
1293,Demanda real,25145,9/6/2018 2:20
1293,Demanda real,25021,9/6/2018 2:30
1293,Demanda real,25070,9/6/2018 2:40
1293,Demanda real,25045,9/6/2018 2:50
1293,Demanda real,24776,9/6/2018 3:00
1293,Demanda real,24730,9/6/2018 3:10
1293,Demanda real,24730,9/6/2018 3:20
1293,Demanda real,24916,9/6/2018 3:30
1293,Demanda real,24630,9/6/2018 3:40
1293,Demanda real,24464,9/6/2018 3:50
1293,Demanda real,24594,9/6/2018 4:00
1293,Demanda real,24579,9/6/2018 4:10
1293,Demanda real,24581,9/6/2018 4:20
1293,Demanda real,24261,9/6/2018 4:30
1293,Demanda real,24802,9/6/2018 4:40
1293,Demanda real,24512,9/6/2018 4:50
